Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encripted,RAM_Size_Encrypted
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABn0yoBByN_zMc4mIKE8J-BCTOTJO90hbIzqGJizri41lNKeP_ZHYCLYpdk9MWnm94yjGsPfIj9xnWlzOP39-m-G1S2YKBj_odzJfui_sPPLopC31Y=,gAAAAABn0yoBDUjOFkla0-gtWTNM4xU43o7FopAl_vRB0-mHJfNhFDg4eOId6u-stpYHBsBhi7_r6I91y7baQ47Ddf4eaMhMoA==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABn0yoBNrl_0Nw-K190olBsueCmlHHFMMXit-KaUcS86IFooAZhCv79Cit0Su9dwLKnVv6wJh4KG_ZLFlyH25mN7HJcLaX6trZLqtY4xD0FDrIYv_E=,gAAAAABn0yoBm8yuyc8cDlkjw_HQrBJUaaAjgAnWsoWJQ70ioUbKUQlrcTmT_FaF-K0AORHLFz4GghC35vDl6gB6EdkBuOzwaQ==
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABn0yoBp081toe4142QM7k0L0ahS2AyCaOcy9rdykrVtRRCJiHqUJcBjxbAae8jtHaUEdxoQdRRy7TDfqM92a1UHNP_G6ooxit96awBYs4sQwsWOTs=,gAAAAABn0yoBledCRaXMN1WCFjsIyQ_NqdmgXe5F6sID45M-cMEJ_kbNRRJ2aeHO1Ytq5IoMll_pUh1fVtzaxE-ZH4nX2szMKw==
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABn0yoBnnMVyQHTEs2lRWP4Li-5tC48h9vG2TT-tDf7SIyL8rBMQZj5t3kEoTnl1BurNEQnngXCu75sQs4T0JqwLe6qHzQzWGXEc0hcIWehJe3Psuk=,gAAAAABn0yoBYVN9trLXE9yVddKri-MxkJdAHrEmbNnaIreDkK0JrFAwIGyPk52rV_pHkzrjIYNsOSnopjKNnq82g6mTw_lLAA==
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,gAAAAABn0yoB0DvRzqpcIRl_EhoPzGYbBc_xe3UWutwDiw-pp6xUwXxjInqa7atgtqtt5I1GmP0rMOaBGwX6RBDC2jkpLNNTjV_YslM8l7idLh5K4m8G3OM=,gAAAAABn0yoB30Xo9rxnTmTYOSL19luYx1589JDpQSxKynQjuzbeAV6Ls4C8g9PpoNpmB837GL8rpVKyFc2hUDjuMja1cgkhtA==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,gAAAAABn0yoBvnJ3SYC9_6g0b5xDSSXrtc7_DyGUhD9S6gqCsHPnD92p0UKDgoExsZRit7aNJ63Dk6KaCKvNY1sNTc1xdiDwoWGBHFauCyyZT5443jjVZqM=,gAAAAABn0yoBXzYj3_GG1WPcH3GfrOHXazANGPLHQKp2lyXKruCg4nk6vNTZwQrBSgS8rwGMQF36wvPAlaSqP7gqWkqa4w8FWQ==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABn0yoBK1sKE5zLRu2Omz3A8xWCejQ7dUx_WHdI7w7Tksns3slt8J6KSgJMi6g_Wiozg4z8BfI4CRr62LBffJcsT3pA0M4PMz2TjxY2g4VeVV3yQ4w=,gAAAAABn0yoBXb_u53gx8U95WM23pOGCmwS21GciGUUbHXLQ9uGczEB_eJlmPJ0p0f7AuJluhZDNaREDW_7GuPdCTy9I8fpbcA==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABn0yoBWG8ag8i3yJOTgNzy9Bi1kxK9SrQjRd6OYtd_mfafLuz--HX6P8cSXiLwAGDiENehc4mZSp7RLhnzwNplxfoXO9hm8HplafxJDtFd4v0RHOY=,gAAAAABn0yoBVSR6o9O50-jCNvsMoYn8dwH2kdnzPq8qLVT8AjhnjaSwid5usZ3PEYJRtLGi5q_4aMtD-ivhJVioYxw7mWXBng==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABn0yoB78NMDD7NnliJFUDS-kCl8SEW85GAoilxm0tCgZwiyDnrkrE_O5qrOjl2Ez93r4jEWPt7-8bI09p3EmE2z8PkJ4fl_tTuSox3b9FAm7SvjQw=,gAAAAABn0yoBtZ8h4BBfYFZnaXa5F4AaKwcAcd-6CBmAUbWhbN790d0kJaFkCmadvreD7Ux2C9nBOiCBhJTcvbRTOR5MKoPvJA==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABn0yoBXI27Nwg4XdhWP4oLc8w6aJxWRZ1MY6DeBwKFsmcJnZLpP5k-JiwUbcShSamjtXVUQi8pxib5OMqfRdanDikoANK49txX3YXWF8bA51gp52Y=,gAAAAABn0yoBhWYDVTGZs2_uxKRbNQt5hieFLv3v8AL_JfdmisMwebU8whT9QH1J3sLcLTS3G6qMhdPbxI3XIloV_D61SqvU5w==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABn0yoBo_4-IkimHNBAFvagG45qnsJ1xefSFjY5FOnXAWRALSa8MqbXso3-kIzMk_7l2PyvUFzlubLf6lN1sP5j2LlLKSTRnl99H8HJBSNHf09N4uI=,gAAAAABn0yoBpCR0BqcCCJpEdgs3RowPd-NOgr4JA7DhoTdvMFA5pEtu0DQpyCNBzhaU9nNMvwSWgmGVAUdvyZ-Ld5t3utS6zg==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABn0yoBETcQ6_Nv6GBgTIcmvgg-XaMCEezni11V7qExFLY76Ij-6brWYuACpCHoEvc9drgni-SuT5sYnpN7g6hHmxSdsZZoSx58XALBsLEtT0pL8S8=,gAAAAABn0yoBujQt41LQhtgWPHfGGVccGVCq49s2ytA5A68uwyXrttgPm0icVahw26esWvG4cNXv44vPcazgoq-hUz7P8bEa3w==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,gAAAAABn0yoB0nhW7FLuhuHkkST7Bsqy4a-T6j3Nx7-FNWiqvXuFfKonUBxW5jLx3LJiODHTyb-dbXunmcermIzJHasT6KM0fv1CQ4NYXG9JtUTs5mR0K5M=,gAAAAABn0yoB6zt7iMLVlgraije8TtIujFbxNMYv6ufDVN-Gxqv286_LfTBGs0t--Ldy-q6oZYn8OAOOIbfzewZfPV0W27TBEA==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABn0yoBIQjz61wzbn-RYrXnRcDj5lkOS6BTReG-ED8a586los10-pvSYLkGts-P8GoY8j9Rhn7wdFKsSBLdSL_pNnw2Q2AYIawHpdRUFCGU-AafpGQ=,gAAAAABn0yoB0kGGlzehpMsf4UGQiTmtPSO7ZlpjTf3oXIvb86Eyo3r8tjHKTM8grGhGWDQkmNX0uiYUNcmyNbTtYboL2u3OpA==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABn0yoBAzlsqKPMWZ_nb0xV71uBMK7NVsFU1k-eJ2YCy0MVVlgJR7m1UrIUtdibk0iqdmFAeSdH94k0-LXL0oRwzCDaBaLNAQkfcKf1tTDgawbT_RM=,gAAAAABn0yoBkDdrqxYs8PmAm7UF6PYWvq5CK1ob48juyA6-dG_2-X5E6rjxOW06Y3gCPw6lTHSPa2if5XfkAF587d4FtvVvvw==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABn0yoB6PTPpbp4vpztChBQoLM1HAdDxtF4sKEe-w00YuvwUc9SBCoVdksHOlZE9WN6nxqH_bdZQubf2sa8GbF0Yi_9cffN3Zof4uhrs8-n1EKdJxM=,gAAAAABn0yoBvZjsE-oyCS1Aq4WSc_SgyxPwtVPez_SwFFSg0vcMdY0xBtC_NJBdy15cV1WaLDPHsGkg2fifbpwfOlXaZbEd_g==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABn0yoBEE76-Ke_svF57vjaonH4u2OCgEAbjwgQTiJUSM6eXaai3ZK3-UEe-SMC-k9t46g0aAX3jDj0Z0AGfEzpf0s3j0mApuEnT-ccuIB8ZhU-UQ4=,gAAAAABn0yoB2wtf3M-nW5kOS6aA87tKlirYCF0tdcbArxE3mEmZWUAWUWP5zmwhvBd8tdmyVTgXPvvDMu-9OSZL9Cr3NG1k9w==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABn0yoBMwEOpWASnwKRwb9KwxGGR6SqcRFdyFbWFMjPIzeegJK7zSfSIKfZYueLOcqPHe0UMGueyNshRdE80gSoGWprxItI4i3pwFrT-CRUHHT8OOU=,gAAAAABn0yoBQu23LpR5ndOvDGMypWSMHvXAKEC4oWcTo-SwqFVM0UjNEMK6PwDZ2mwnDS7AvyuKmamZigWxpnp3SnHDlFR2ng==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABn0yoBEM-dlVllugNh96l1WVv_C6yCbMtRmaIkqyG1vXNkW1nR4eHxD8iLZTbSieb12hwSDVFwVrh1ctQu58LSp2EFY5IiKJCf0r5VJDf8_GtwG0Q=,gAAAAABn0yoBWqykUrdyL6i7T8s4hHks4PDn4_UAXLqIEkq8H-VFmkPX3JWEt0aKWaVIwIXUGkyVOF6xZux2Rbt2Zs369qhc_A==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABn0yoBdo1yehpcn-HQo8KOLoqHfkMWY8c6YVw8zcPKoHX-Jo7SKmk8Bu8IaZND5CpGN9h6xbjraht2wQ9HZLgcE2Zg2_7oKHTu3dxlbXflOg9tgeE=,gAAAAABn0yoBsvEQsW8MQZPGXCqkJGMnFmBDRsctDPqPqMJuCBYsGF0BR1L_L2CALwLPyZfhZSjAyYTFr5IujWP9oDnxQVz4mw==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABn0yoBd-cWoTFwOS_4OayiGOHCk3YkuNx2CSYPcu08FQi5P-uahg7ENiMLP22_u5red6ce__xPQouo4PU_kSJJiO89wz40b2nOchaBCJGepp_EgbY=,gAAAAABn0yoBGzXaG4BiX8daCJnFnWmrhjxgG6ePqVrlihVyGICj2ykkquRJPJnhrBXuvxIzpaJvSkJ3OoJ_oQGn_YjUcRppGw==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABn0yoBTPgviu5F7go2nD5nrFACyJVcVWDTbm76InyOEwmKNGnrhdyV2nnigTHGKpUGV7PnDwXeLlBYCCtK1cdJXN-PfXgFaiXtlTSc57oLhoJozwg=,gAAAAABn0yoBNNWQoMzZmM1HihfqyIcqgZrztSLl46ijHeWU1A41E5x3HUrcfBjR7E_da3YZYzS-Azt8UYAGlLUR2thorhriTA==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABn0yoBM2WwgxKNmSQWhpBydimWqNTVVSjT6aHaUiX1mN4s45RjX3eliWiWd5csMyIOfP84IaE4L47E7SBZh9hrt_cDkhIb8ebFlkKZp2eHOPMCYNE=,gAAAAABn0yoB4ijl_T1GyMy9zjHL1dDBruCfmrBRkencGFHuBD5bwxnTOjWUmZW4BJ413gJKIQjMstDnMyByd0bRdeXmYLyZbw==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABn0yoBK5qQ3ZZXCRw_O0Tbap5HBsC_Gv16k62Oe2beJTDAKZ68M2ZD8WlYc1qCbQ1S2FxZQYJc9kg-6YbJcKAE6Q6aeF9DCFPPZHwENIV7-up_4iA=,gAAAAABn0yoB_EDEL6tf4tnZcPIQqK-k_Yo8zTOXai6lrYBdatxLUMff489cZHVzouZuXnFUisXVmHUuUU4I2_4VvDV0T37nMw==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABn0yoBuRdDK8IY7cc64N08zevOLxRZ01HX2h1yfSsquOxlZoUNZbfw7GHz_-hRiWYq39PfXp1LECmrrOj8FKJ7kXJyoFcTr_GwiUYoO3GQBm4vV_U=,gAAAAABn0yoBHnW0DOYGoS_zUw5-QRX94zr0LrN1FvkLZyhWwvBdSl6LanfCgTXfiq41iHX6oxSz8yeWK-HLL33m6iVCWFHM7A==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABn0yoBxynuqHGm3swK_ilCHc1WDvqGBUKf6PMsZ8LVdtz2Af1wHsAq8x71jeo5SuZj4ZgNpUbjn7NFmC3AoOqeCNblUPDrjsOmYFeJiBh24jkksHQ=,gAAAAABn0yoBa7LN8BIhe15QL3CZO863BBiUKwe_IrNC2tVLdjLRWXNb-JKnE0TpkMuHlDx-8GyIp4sVST-t2LrwBD3pPDCIWA==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABn0yoBBmwxAWMbF-lWBIPpFD4DgjvNa6Mck57VYmwqw_9A7Xy5lRFhhKB2L9I3E-9k2dz2K351-mfWHGJ1Z6NlrLuOpxd2pOoX5DBvxIl7TC8E8pQ=,gAAAAABn0yoBKnj73wLZa-0l9bWfSwfVz0vDUK7SbJavzWnlwR9qt0CyVwwP3otU40KcxdfnUuWsH7PqNhFJLnt1-8ODi4H9Yw==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABn0yoB68H9a_UKTNmlsbAKQD9WRylb-b4GeUTxwndJTc08XobUDVV-72l8bs02GnB4WeCKubpzq6PLqu844F64NycJM9tCdJEoBblYc5Mr7c2eG0I=,gAAAAABn0yoBoa3eYrFZAKOp5LEl66rbpbRxN7UoNefiJ4MTUtqvkfva7hEVOGR3ATp9C9usdoIO3eKPqX6hZJGEWypcU4zyCA==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABn0yoBc33wTS-tDOvJyx14SB4j95GHJ0i1Bc6YKeJ0zSfPy4Gg0ZKuW7kfwasjV6nDQIz-B0eFrEAcpftYoBZgQKZ-QofZMe6gpSkGJFhq_Q6_aCg=,gAAAAABn0yoBXZe7lShqr7BFQXinVh3ulw5BW4f1uwf5k8ULd6X7APWqcHIj8SFrfMSL2MmET5MEnjVgEgdYDWpyDoMYkV7bNg==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABn0yoBSMN2fFq9LBjI9mC9gvL1TnY8wOpr2GTx1X2vlozhC_kqfmLbNsdcDYWGm7UAkfiUnhgppBFlkx91Kd6sJxmitlhAdVfcXTu620c_8tK1oMw=,gAAAAABn0yoBSa9gRUL0fJdFrF-eLGifE_cLwCzEh83lZeRvrHVv_iT6Xa8niPwerhgklPaS7b57fgsTEQi_HUGhFD9JCr0Mcw==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABn0yoBsmbwZ8azwhGLWsOik6jLjcyAzqZRrLWMpWgcwMztetLVocX_09bC_arl_HWCK_iFp36s0oH8qcGJ0F1bO1mYwIp0L6wqaWL-ev957WZ9FKI=,gAAAAABn0yoBMet2Vp9sATbuw5iVzoyY0ZFVVaGyUaTNvlmiO8F2YeLYC5GTzHLq1-CRguAptcdZOH1DigJ3sr6zrgplBrx_dA==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABn0yoBeXclJ_ggEWyFYY3blPQsYHy_2k1VMYEh8yXj2YX5T_AVL-XVbcG-OZzUmBtILXA3i3iKGeB6udaBdjqAPBpVBHnc7WkqD19STf60866VKdw=,gAAAAABn0yoBaIGcYnRULhO33w4fQmLT7hEfAfcYSpGBfnwrcEOzxMXoMOLaTX88ZW1rU69WokstcTBxsYGhAjtHMKK4fl3Tag==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABn0yoBKmFHUhXrYlxChB3nnNFxTEqx-FgJmRmsCMdl1ZuRP3EZCH9OhcfnqCZffM43PPjzzaNTOMgUUmnUemggWFD4cabJmd3T2R3X1jdhLzO91nU=,gAAAAABn0yoBatuOlM108-VSliNPd47WQnvKrK9MU7wKsvt6ZJc8Ndq2-BrLZhYuzcJ7ROMZy2qBwvwdoqeVhgJCbxL_Ge45aA==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABn0yoBXw0gQyeD2cyiBOCleg_Avg61aqBaSuyBdt8CwNkDftraOJUaB65othpp1UKeXxpiau0l_3GMkYYPcARCZ4ju1nFcdJ8sbpuJXf9Ya3AySdA=,gAAAAABn0yoBZBueO2UoME57n3UDzqumYrLdZ9hKbZafm4X1Vj6D4V40Yu54v8oPoRFsgNvJONTHcrbdB0QXyC92h5tEjr4gMQ==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABn0yoBv48UPolNXIKcOalUfeoM0EGow2DzfW7cgNixGEmkgwn2gjkCTGrWf4SmrXnIDmKqZpoWNGYGd0B-albVZkDuskBy-ZAha3jG3nZAo-fOSC0=,gAAAAABn0yoBGBX-YaZtE7ON1PHNoQGWyvEKrncHp33PUf0WzXTGi3ncZ_q1CzeulIQbUDH7IOzC3MCVhjmuQMvmJI7SbWNGtQ==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABn0yoBJsOmxtoi0iePEay4qeko1m4rcEN6864CpBCje2nimi1zHF7A5Qc01wsbCr47Orr8RrNys4amZ0xNB9ErzTTEGbtrMrIaN6eFrhBP3jjmmZU=,gAAAAABn0yoB6Fo9JKQVaSaeKOs1JFVLzZwHzpx7oEVc834lyupX4XXemTFqnuX_TBka6QrDbIMS-BQE8pZmVA3waiSbMxkgxA==
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABn0yoBQfl3RVem7W24T_yLScUS4ANgmOFdVTADWSA6MEo_louGeXxuaW_RlXjFVcsA9kp0FwN68XvvnsfD_WgKjcMPkT2jqh0RELwVRyBrJ5FGFIo=,gAAAAABn0yoBY_4OSVK7C3fVzFFQBEKSo5UWAz5KN0bOfGY2aC26idDtparco0-bVH9KzRhVAP03Uhc3Bfpvd49H3vmbkZgZCQ==
